time,ax,ay,az
15.758,-0.38,-0.10,-0.74
15.763,-0.34,-0.10,-0.82
15.780,-0.31,-0.10,-0.81
15.781,-0.28,-0.04,-0.76
15.782,-0.20,-0.05,-0.71
15.783,-0.10,-0.15,-0.71
15.788,-0.02,-0.20,-0.77
15.793,-0.02,-0.19,-0.79
15.798,-0.03,-0.17,-0.81
15.803,0.00,-0.20,-0.90
15.808,0.01,-0.14,-0.98
15.813,0.02,-0.17,-0.92
15.819,0.05,-0.19,-0.92
15.823,0.13,-0.18,-0.99
15.828,0.17,-0.16,-0.96
15.833,0.13,-0.16,-1.02
15.838,0.11,-0.15,-1.08
15.843,0.03,-0.06,-1.02
15.849,0.03,-0.06,-0.97
15.855,-0.01,-0.11,-1.02
15.858,-0.05,-0.13,-1.01
15.863,-0.10,-0.08,-0.93
15.869,-0.14,-0.08,-0.89
15.887,-0.21,-0.09,-0.83
15.887,-0.34,-0.16,-0.71
15.888,-0.42,-0.12,-0.61
15.888,-0.50,-0.18,-0.58
15.893,-0.55,-0.22,-0.47
15.899,-0.67,-0.24,-0.57
15.904,-0.78,-0.21,-0.64
15.908,-0.84,-0.21,-0.60
15.914,-0.91,-0.27,-0.65
15.919,-0.94,-0.38,-0.79
15.924,-0.98,-0.29,-0.90
15.929,-1.02,-0.23,-0.98
15.934,-1.10,-0.17,-0.83
15.939,-1.00,-0.19,-0.84
15.944,-0.91,-0.13,-0.94
15.949,-0.87,-0.11,-1.01
15.956,-0.79,-0.04,-0.99
15.959,-0.80,-0.03,-1.12
15.964,-0.77,0.03,-1.17
15.969,-0.66,0.04,-1.21
15.990,-0.60,-0.04,-1.24
15.991,-0.61,-0.03,-1.13
15.992,-0.54,-0.07,-1.14
15.992,-0.50,-0.09,-1.12
15.994,-0.50,-0.19,-1.05
15.999,-0.53,-0.20,-1.08
16.004,-0.52,-0.29,-1.02
16.009,-0.56,-0.22,-0.94
16.014,-0.46,-0.30,-1.00
16.019,-0.51,-0.32,-0.96
16.024,-0.53,-0.34,-1.09
16.030,-0.47,-0.38,-1.10
16.035,-0.49,-0.45,-1.07
16.039,-0.54,-0.45,-1.06
16.044,-0.61,-0.47,-1.10
16.050,-0.67,-0.45,-1.12
16.056,-0.74,-0.42,-1.13
16.060,-0.81,-0.55,-1.20
16.065,-0.77,-0.67,-0.96
16.070,-0.78,-0.72,-1.03
16.084,-0.70,-0.86,-0.97
16.086,-0.58,-1.01,-0.92
16.087,-0.49,-1.12,-0.91
16.090,-0.56,-1.13,-0.98
16.095,-0.53,-1.32,-0.96
16.100,-0.67,-1.32,-0.97
16.107,-0.81,-1.49,-0.94
16.110,-0.81,-1.46,-0.80
16.115,-0.92,-1.62,-0.96
16.121,-0.98,-1.71,-0.77
16.125,-1.00,-1.68,-0.80
16.130,-0.92,-1.76,-0.98
16.136,-0.97,-1.69,-1.01
16.140,-0.97,-1.72,-1.25
16.145,-1.08,-1.74,-1.27
16.151,-1.16,-1.63,-1.42
16.157,-1.19,-1.81,-1.49
16.163,-1.31,-1.90,-1.49
16.165,-1.33,-2.10,-1.61
16.170,-1.46,-2.41,-1.69
16.183,-1.70,-2.34,-1.55
16.184,-1.93,-2.50,-1.64
16.185,-2.13,-2.52,-1.44
16.194,-2.29,-2.70,-1.60
16.196,-2.41,-2.51,-1.48
16.200,-2.33,-2.60,-1.47
16.205,-2.26,-2.63,-1.62
16.211,-2.25,-2.39,-1.56
16.216,-2.07,-2.23,-1.74
16.225,-1.95,-2.31,-1.80
16.227,-1.69,-2.32,-1.84
16.233,-1.40,-2.35,-1.99
16.234,-1.13,-2.27,-2.13
16.236,-0.83,-2.16,-2.36
16.241,-0.57,-1.99,-2.52
16.246,-0.26,-1.89,-2.75
16.254,-0.05,-1.55,-2.72
16.260,0.15,-1.26,-3.02
16.261,0.38,-1.10,-3.11
16.266,0.64,-0.96,-3.29
16.271,0.90,-0.80,-3.57
16.285,1.27,-0.76,-3.87
16.286,1.57,-0.76,-3.91
16.287,1.93,-0.74,-3.95
16.291,2.11,-0.90,-3.84
16.297,2.33,-0.90,-3.71
16.301,2.30,-0.90,-3.63
16.306,2.22,-0.79,-3.67
16.315,2.25,-0.76,-3.44
16.316,2.21,-0.66,-3.09
16.321,2.08,-0.58,-2.54
16.326,1.88,-0.64,-1.81
16.331,1.55,-0.67,-1.11
16.336,1.27,-0.71,-0.34
16.344,1.08,-0.85,0.34
16.346,0.81,-0.93,1.12
16.352,0.73,-1.16,1.99
16.361,0.67,-1.39,2.65
16.362,0.57,-1.55,3.08
16.370,0.56,-1.78,3.52
16.392,0.55,-1.95,3.72
16.394,0.57,-1.93,3.70
16.395,0.49,-2.07,3.82
16.395,0.41,-2.02,3.84
16.396,0.24,-1.98,3.79
16.396,0.23,-1.89,3.77
16.404,0.06,-1.82,3.82
16.406,-0.09,-1.61,3.71
16.412,-0.23,-1.45,3.61
16.417,-0.42,-1.25,3.45
16.422,-0.67,-1.05,3.19
16.427,-0.79,-0.86,2.96
16.435,-0.94,-0.73,2.55
16.437,-0.95,-0.70,1.96
16.442,-0.82,-0.83,1.36
16.447,-0.61,-1.05,0.88
16.452,-0.12,-1.31,0.55
16.459,0.39,-1.48,0.45
16.467,0.89,-1.62,0.61
16.468,1.35,-1.73,0.84
16.472,1.69,-1.73,1.15
16.487,1.80,-1.67,1.37
16.488,1.84,-1.59,1.44
16.489,1.94,-1.47,1.53
16.499,1.94,-1.27,1.62
16.500,1.87,-1.10,1.72
16.502,1.82,-0.90,1.94
16.507,1.68,-0.75,2.20
16.512,1.57,-0.61,2.36
16.517,1.53,-0.50,2.51
16.523,1.53,-0.44,2.63
16.528,1.53,-0.51,2.63
16.533,1.50,-0.50,2.56
16.538,1.49,-0.39,2.43
16.547,1.43,-0.30,2.34
16.549,1.34,-0.22,2.35
16.553,1.32,-0.09,2.28
16.561,1.26,-0.01,2.23
16.563,1.18,-0.03,2.17
16.572,1.10,-0.00,2.08
16.595,1.14,0.10,2.06
16.596,1.20,0.18,2.03
16.618,0.36,1.34,0.18
16.624,0.43,1.45,0.22
16.630,0.47,1.57,0.26
16.634,0.45,1.64,0.17
16.639,0.44,1.74,0.01
16.643,0.49,1.88,-0.03
16.649,0.45,1.97,-0.08
16.654,0.39,2.14,-0.22
16.666,0.27,2.24,-0.24
16.668,0.21,2.22,-0.27
16.669,0.21,2.25,-0.43
16.674,0.09,2.31,-0.62
16.703,-0.01,2.14,-0.82
16.704,-0.03,2.06,-1.09
16.705,-0.10,1.99,-1.37
16.706,-0.12,1.89,-1.65
16.707,-0.17,1.78,-1.77
16.707,-0.39,1.68,-1.96
16.711,-0.57,1.61,-2.23
16.717,-0.75,1.67,-2.47
16.789,-0.90,1.63,-2.67
16.791,-1.15,1.60,-2.79
16.792,-1.39,1.61,-2.90
16.792,-1.56,1.60,-3.05
16.793,-1.63,1.64,-3.05
16.794,-1.88,1.64,-3.05
16.795,-1.94,1.66,-3.24
16.796,-1.99,1.72,-3.42
16.797,-2.22,1.71,-3.75
16.803,-2.37,1.69,-4.08
16.804,-2.31,1.73,-4.50
16.805,-2.32,1.73,-4.68
16.807,-2.35,1.65,-4.80
16.808,-2.19,1.66,-4.78
16.809,-2.17,1.49,-4.75
16.809,-2.14,1.34,-4.60
16.834,-0.64,-1.01,-1.54
16.839,-0.63,-1.07,-1.73
16.844,-0.52,-1.16,-1.89
16.849,-0.28,-1.21,-1.88
16.855,-0.36,-1.32,-1.91
16.859,-0.65,-1.48,-1.69
16.865,-0.87,-1.65,-1.58
16.869,-0.72,-1.99,-1.40
16.874,-0.71,-2.16,-1.17
16.887,-0.51,-2.26,-1.14
16.888,-0.38,-2.35,-0.97
16.890,-0.35,-2.45,-0.76
16.895,-0.21,-2.48,-0.36
16.900,0.16,-2.34,-0.05
16.905,0.44,-2.12,0.32
16.910,0.58,-1.80,0.63
16.915,0.70,-1.39,0.89
16.920,0.90,-0.88,1.09
16.926,1.12,-0.37,1.40
16.930,1.27,-0.10,1.70
16.935,1.27,0.31,1.87
16.944,1.49,0.70,2.25
16.945,1.53,1.11,2.29
16.950,1.63,1.31,2.44
16.955,1.85,1.49,2.35
16.961,1.76,1.73,2.53
16.965,1.75,1.92,2.43
16.970,1.59,1.99,2.40
16.975,1.60,2.02,2.65
16.980,1.65,1.77,2.62
16.985,1.54,1.49,2.89
16.990,1.15,1.39,2.96
16.998,1.01,1.10,3.22
17.012,1.06,0.83,3.20
17.012,1.07,0.54,3.31
17.013,0.95,0.43,3.43
17.015,1.04,0.23,3.53
17.020,1.20,0.04,3.49
17.025,1.22,-0.02,3.25
17.031,1.10,0.03,2.89
17.032,1.02,0.08,2.40
17.035,0.91,-0.03,2.14
17.040,1.24,-0.56,2.41
17.045,1.81,-1.50,3.51
17.051,3.11,-2.74,5.09
17.055,4.65,-4.21,6.09
17.061,5.54,-5.81,5.34
17.066,5.82,-7.27,2.97
17.071,5.24,-8.17,-1.93
17.076,3.65,-8.52,-7.90
17.097,1.27,-8.84,-12.63
17.098,-1.38,-8.76,-13.51
17.099,-3.82,-8.37,-9.63
17.100,-5.56,-8.10,-3.37
17.101,-7.08,-8.04,1.06
17.106,-7.57,-8.29,2.15
17.111,-6.34,-9.30,1.06
17.117,-3.27,-10.22,-0.23
17.121,0.13,-9.89,-0.70
17.126,2.32,-7.99,-0.09
17.131,3.32,-5.47,0.97
17.136,3.77,-2.96,2.07
17.141,3.96,-0.62,3.14
17.146,4.20,1.09,4.15
17.151,4.53,2.61,5.04
17.156,5.01,3.81,5.81
17.161,5.54,4.79,6.23
17.167,6.17,5.46,6.40
17.171,6.62,6.06,6.24
17.177,6.98,6.14,6.00
17.197,7.20,6.05,5.71
17.199,6.92,5.78,5.67
17.200,6.12,5.06,5.66
17.201,5.18,3.90,5.54
17.201,4.32,2.25,5.28
17.207,3.41,0.55,5.26
17.212,2.63,-1.79,4.38
17.217,1.95,-4.55,3.32
17.222,1.75,-7.20,2.89
17.227,1.72,-9.11,2.83
17.232,1.44,-9.43,3.24
17.237,0.89,-8.63,3.73
17.242,0.03,-7.23,3.71
17.247,-1.13,-5.57,3.60
17.252,-2.04,-3.74,3.71
17.257,-2.42,-1.92,3.91
17.262,-2.15,-0.55,4.10
17.268,-1.60,0.34,4.35
17.272,-0.92,0.77,4.51
17.277,-0.16,0.91,4.77
17.286,0.61,0.91,5.00
17.288,1.38,0.73,5.10
17.292,2.05,0.59,4.97
17.301,2.66,0.46,4.60
17.344,3.12,0.24,4.15
17.345,3.35,-0.02,3.84
17.346,3.43,-0.29,3.51
17.348,3.38,-0.59,3.33
17.349,3.13,-0.99,3.30
17.350,2.70,-1.53,3.27
17.351,2.25,-1.93,3.19
17.352,1.83,-2.23,3.17
17.353,1.46,-2.45,3.18
17.354,1.17,-2.52,3.10
17.355,0.86,-2.41,2.95
17.358,0.56,-2.16,2.76
17.363,0.26,-1.91,2.60
17.369,-0.00,-1.64,2.45
17.374,-0.11,-1.32,2.30
17.378,-0.22,-0.99,2.22
17.400,-0.33,-0.63,2.27
17.403,-0.38,-0.34,2.37
17.404,-0.43,-0.11,2.45
17.405,-0.38,0.06,2.53
17.406,-0.29,0.20,2.66
17.408,-0.21,0.34,2.69
17.413,-0.07,0.33,2.62
17.418,0.12,0.30,2.65
17.423,0.33,0.23,2.63
17.428,0.52,0.11,2.61
17.433,0.60,-0.00,2.70
17.438,0.69,-0.08,2.64
17.443,0.80,-0.07,2.53
17.448,0.81,-0.10,2.40
17.453,0.84,-0.18,2.30
17.458,0.88,-0.23,2.18
17.463,0.93,-0.19,2.07
17.468,0.97,-0.21,1.95
17.473,0.94,-0.19,1.88
17.478,0.86,-0.07,1.89
17.485,0.74,-0.05,1.85
17.488,0.66,-0.03,1.85
17.493,0.57,0.01,1.84
17.516,0.47,-0.01,1.80
17.517,0.37,-0.10,1.68
17.518,0.37,-0.15,1.54
17.518,0.39,-0.18,1.46
17.519,0.39,-0.29,1.39
17.524,0.44,-0.29,1.40
17.529,0.52,-0.34,1.40
17.534,0.62,-0.40,1.39
17.539,0.79,-0.38,1.39
17.544,0.98,-0.30,1.41
17.549,1.19,-0.19,1.34
17.554,1.43,-0.19,1.21
17.559,1.59,-0.04,1.06
17.564,1.58,-0.00,0.94
17.569,1.64,0.05,0.81
17.574,1.65,0.21,0.73
17.579,1.73,0.31,0.58
17.585,1.64,0.17,0.30
17.589,1.54,0.16,0.08
17.594,1.44,0.07,-0.21
17.615,1.47,0.02,-0.39
17.616,1.47,-0.05,-0.47
17.617,1.48,-0.14,-0.17
17.617,1.22,-0.19,0.02
17.620,1.16,-0.12,0.24
17.624,1.13,0.08,0.59
17.629,1.08,0.23,0.78
17.634,1.09,0.33,0.61
17.639,0.77,0.25,0.35
17.644,0.53,0.27,0.01
17.650,0.37,0.31,-0.10
17.654,0.09,0.24,-0.19
17.659,-0.07,0.18,-0.15
17.665,-0.25,-0.01,-0.22
17.670,-0.58,-0.16,-0.19
17.675,-0.82,-0.16,-0.17
17.680,-1.08,-0.23,-0.23
17.689,-1.18,-0.22,-0.44
17.690,-1.35,-0.24,-0.81
17.695,-1.49,-0.24,-0.97
17.700,-1.64,-0.44,-1.26
17.732,-1.68,-0.46,-1.31
17.733,-1.77,-0.40,-1.33
17.734,-1.73,-0.36,-1.18
17.734,-1.73,-0.40,-0.94
17.735,-1.64,-0.55,-0.72
17.735,-1.53,-0.55,-0.65
17.735,-1.37,-0.56,-0.57
17.740,-1.10,-0.63,-0.45
17.745,-0.71,-0.72,-0.54
17.750,-0.25,-0.84,-0.67
17.757,0.02,-0.96,-0.81
17.760,0.32,-0.74,-0.80
17.765,0.44,-0.81,-0.78
17.775,0.68,-0.71,-0.63
17.776,0.85,-0.77,-0.39
17.780,1.08,-0.82,-0.19
17.791,1.30,-0.97,-0.31
17.793,1.51,-0.98,-0.43
17.795,1.85,-1.19,-0.49
17.801,2.06,-1.26,-0.70
17.807,2.14,-1.40,-0.72
17.811,2.20,-1.58,-0.70
17.815,2.12,-1.78,-0.61
17.846,2.01,-2.07,-0.67
17.847,1.62,-2.50,-0.88
17.847,1.09,-2.79,-0.93
17.848,0.48,-3.08,-1.02
17.848,-0.06,-3.04,-1.06
17.849,-0.54,-3.02,-1.27
17.850,-0.86,-2.68,-1.17
17.850,-1.18,-2.50,-1.36
17.856,-1.49,-2.21,-1.32
17.861,-1.64,-2.03,-1.40
17.866,-1.65,-1.98,-1.46
17.873,-1.73,-2.11,-1.65
17.876,-1.80,-2.26,-1.96
17.881,-1.95,-2.56,-2.23
17.900,-2.17,-2.88,-2.38
17.901,-2.35,-3.19,-2.45
17.901,-2.61,-3.50,-2.21
17.902,-2.82,-3.84,-1.87
17.906,-2.88,-4.04,-1.33
17.911,-2.65,-4.22,-0.80
17.916,-2.03,-4.11,-0.56
17.921,-1.13,-3.91,-1.19
17.926,-0.02,-3.48,-2.35
17.931,1.04,-3.15,-3.90
17.936,1.99,-2.87,-5.25
17.941,2.78,-2.73,-6.07
17.946,3.21,-2.51,-5.82
17.952,3.46,-2.34,-4.70
17.957,3.27,-2.29,-2.87
17.962,3.03,-2.17,-0.97
17.967,2.71,-2.04,0.73
17.974,2.32,-1.95,2.25
17.977,1.96,-1.91,3.52
17.981,1.64,-1.96,4.86
18.016,1.40,-2.08,5.91
18.018,1.20,-2.27,6.67
18.019,1.05,-2.41,6.92
18.019,0.97,-2.37,6.86
18.020,1.04,-2.24,6.64
18.021,0.81,-2.39,6.08
18.022,0.58,-2.62,5.25
18.023,0.46,-2.77,4.28
18.027,0.56,-2.74,3.42
18.032,0.79,-2.64,2.66
18.037,1.15,-2.45,2.12
18.042,1.67,-2.37,1.99
18.048,2.19,-2.30,2.15
18.052,2.68,-2.22,2.53
18.059,3.00,-2.16,3.08
18.062,3.12,-2.10,3.52
18.067,3.08,-2.05,3.89
18.075,2.96,-2.06,4.32
18.077,2.85,-2.18,4.61
18.082,2.77,-2.25,4.67
18.115,2.58,-2.35,4.63
18.115,2.36,-2.39,4.52
18.116,2.16,-2.32,4.18
18.116,1.96,-2.16,3.87
18.117,1.81,-2.07,3.53
18.117,1.69,-1.86,3.29
18.118,1.60,-1.64,3.25
18.122,1.53,-1.35,3.34
18.127,1.45,-0.98,3.38
18.132,1.46,-0.66,3.49
18.137,1.58,-0.32,3.75
18.143,1.65,-0.10,3.95
18.148,1.80,0.00,4.11
18.152,2.00,0.08,4.24
18.157,2.14,0.06,4.29
18.162,2.16,-0.02,4.34
18.168,2.16,-0.04,4.39
18.174,2.21,-0.11,4.44
18.178,2.23,-0.29,4.52
18.183,2.18,-0.42,4.55
18.223,2.16,-0.43,4.65
18.224,2.15,-0.39,4.76
18.224,2.07,-0.33,4.79
18.226,2.06,-0.23,4.87
18.227,2.07,-0.13,4.94
18.228,2.12,-0.03,4.93
18.229,2.17,0.08,4.87
18.229,2.18,0.24,4.84
18.230,2.28,0.38,4.77
18.233,2.38,0.52,4.63
18.239,2.44,0.67,4.62
18.243,2.53,0.74,4.65
18.248,2.57,0.83,4.64
18.253,2.56,0.95,4.55
18.258,2.49,0.92,4.46
18.263,2.35,0.92,4.36
18.268,2.11,0.93,4.27
18.274,1.94,0.96,4.18
18.280,1.78,0.95,4.00
18.283,1.56,0.83,3.66
18.289,1.54,0.74,3.33
18.305,1.39,0.61,2.95
18.308,1.21,0.47,2.58
18.311,1.09,0.37,2.38
18.312,0.99,0.36,2.18
18.314,1.00,0.29,2.02
18.318,0.98,0.20,1.80
18.323,0.88,0.15,1.47
18.330,0.73,0.17,1.22
18.334,0.64,0.12,0.94
18.339,0.46,0.12,0.57
18.345,0.44,0.18,0.44
18.348,0.36,0.22,0.39
18.354,0.30,0.16,0.41
18.359,0.34,0.16,0.42
18.364,0.41,0.17,0.40
18.369,0.40,0.13,0.32
18.377,0.43,0.08,0.15
18.379,0.38,0.09,0.05
18.384,0.43,0.11,0.08
18.402,0.34,-0.01,0.08
18.403,0.23,-0.06,0.20
18.403,0.14,-0.17,0.15
18.404,0.11,-0.36,0.09
18.409,0.07,-0.45,-0.16
18.414,-0.06,-0.61,-0.41
18.419,-0.23,-0.72,-0.58
18.424,-0.26,-0.80,-0.68
18.429,-0.35,-0.95,-1.12
18.434,-0.52,-1.07,-1.37
18.440,-0.51,-1.22,-1.57
18.445,-0.54,-1.33,-1.56
18.449,-0.47,-1.45,-1.53
18.454,-0.47,-1.60,-1.40
18.459,-0.51,-1.68,-1.23
18.464,-0.64,-1.79,-0.88
18.470,-0.65,-1.82,-0.49
18.480,-0.61,-1.95,-0.12
18.718,-0.55,-2.01,0.13
18.719,-0.24,-2.00,0.18
18.719,0.08,-1.91,0.13
18.720,0.56,-1.71,0.00
18.720,0.83,-1.42,0.08
18.721,1.16,-1.15,0.44
18.722,1.36,-0.68,0.75
18.722,1.49,-0.29,1.04
18.723,1.55,-0.00,1.27
18.724,1.62,0.30,1.54
18.724,1.51,0.48,1.63
18.725,1.65,0.61,1.91
18.725,1.70,0.76,1.95
18.725,1.85,0.81,2.11
18.726,1.92,0.74,2.04
18.726,1.94,0.76,2.10
18.726,2.03,0.81,2.08
18.727,1.99,0.65,2.20
18.727,1.96,0.61,2.33
18.727,1.70,0.58,2.27
18.728,1.55,0.43,2.31
18.728,1.45,0.33,2.34
18.728,1.03,0.33,2.58
18.728,0.66,0.18,2.88
18.729,0.42,0.03,3.11
18.729,0.08,-0.21,3.47
18.729,-0.30,-0.59,3.69
18.730,-0.41,-1.27,4.24
18.730,-0.08,-1.98,4.76
18.730,-0.07,-2.69,5.42
18.731,0.35,-3.44,5.69
18.731,0.84,-4.07,4.86
18.732,1.29,-4.79,3.12
18.732,1.50,-5.10,0.56
18.733,1.44,-4.94,-2.76
18.734,1.10,-4.59,-5.82
18.734,0.42,-4.49,-7.43
18.735,-0.11,-5.01,-7.40
18.735,-0.55,-5.76,-5.54
18.736,-0.80,-6.31,-3.01
18.736,-0.66,-6.67,-1.22
18.737,-0.18,-6.80,0.02
18.738,1.14,-7.73,0.73
18.738,1.28,-7.19,1.73
18.739,1.65,-6.44,1.29
18.739,2.16,-5.14,0.59
18.740,2.19,-3.44,0.29
18.740,2.24,-1.89,0.63
18.740,2.01,-0.37,1.98
18.741,2.10,0.92,3.70
18.741,2.38,1.84,4.97
18.742,3.10,2.47,5.49
18.742,3.85,3.10,5.83
18.743,4.43,3.51,5.80
18.747,4.80,3.70,5.52
18.751,4.94,3.85,5.23
18.756,4.93,3.82,4.91
18.761,4.61,3.68,4.65
18.766,4.59,3.61,4.39
18.771,3.73,2.90,4.28
18.796,2.84,1.96,3.94
18.797,1.85,0.71,3.68
18.798,1.01,-0.55,3.43
18.798,0.28,-1.93,3.18
18.801,-0.27,-3.20,3.06
18.802,-0.69,-4.33,2.92
18.807,-0.87,-5.01,2.87
18.813,-0.95,-5.27,2.98
18.816,-0.97,-5.07,3.13
18.821,-1.28,-4.61,3.29
18.850,-1.71,-3.88,3.49
18.851,-2.23,-2.91,3.54
18.851,-2.43,-1.79,3.54
18.852,-2.35,-0.79,3.58
18.853,-2.14,0.07,3.73
18.854,-1.87,0.65,3.90
18.857,-1.52,1.07,4.09
18.862,-1.09,1.27,4.25
18.867,-0.61,1.27,4.29
18.872,-0.19,1.18,4.21
18.879,0.21,1.06,4.10
18.882,0.65,0.78,3.85
18.887,1.20,0.42,3.50
18.892,1.64,0.10,3.04
18.904,2.05,-0.18,2.57
18.905,2.42,-0.46,2.16
18.907,2.71,-0.78,1.83
18.912,2.89,-1.03,1.64
18.917,3.00,-1.18,1.57
18.922,3.07,-1.28,1.62
18.927,2.96,-1.28,1.72
18.932,2.74,-1.18,1.90
18.937,2.51,-1.07,2.04
18.942,2.22,-0.84,2.14
18.947,1.88,-0.56,2.10
18.952,1.55,-0.25,2.00
18.957,1.33,0.02,1.98
18.963,1.06,0.18,1.98
18.967,0.79,0.33,2.00
18.972,0.54,0.42,2.11
18.977,0.28,0.44,2.26
18.983,0.09,0.37,2.26
18.988,-0.01,0.29,2.20
18.992,-0.08,0.22,2.12
18.999,-0.13,0.13,2.03
19.003,-0.21,-0.09,1.85
19.008,-0.30,-0.34,1.63
19.030,-0.38,-0.47,1.48
19.031,-0.48,-0.47,1.36
19.032,-0.51,-0.42,1.30
19.033,-0.51,-0.48,1.33
19.033,-0.55,-0.43,1.36
19.038,-0.59,-0.27,1.43
19.043,-0.64,-0.18,1.57
19.048,-0.69,-0.11,1.64
19.053,-0.69,-0.04,1.54
19.058,-0.70,-0.02,1.42
19.063,-0.63,-0.10,1.36
19.068,-0.49,-0.06,1.33
19.073,-0.36,-0.02,1.29
19.079,-0.18,-0.09,1.21
19.085,-0.01,-0.15,1.18
19.088,0.15,-0.11,1.12
19.093,0.30,-0.10,1.02
19.098,0.57,-0.16,0.97
19.103,0.78,-0.21,0.99
19.108,0.85,-0.24,1.02
19.117,0.93,-0.23,1.02
19.118,1.02,-0.19,0.94
19.123,1.12,-0.15,0.86
19.128,1.28,-0.16,0.83
19.154,1.47,-0.11,0.66
19.155,1.66,0.01,0.51
19.156,1.69,0.04,0.40
19.156,1.76,0.03,0.18
19.158,1.94,0.02,0.01
19.159,1.98,0.10,-0.10
19.163,1.95,0.06,-0.10
19.169,1.75,-0.04,-0.20
19.174,1.56,-0.01,-0.16
19.179,1.48,0.02,-0.19
19.184,1.33,0.05,-0.19
19.189,1.30,0.12,-0.19
19.194,1.19,0.12,-0.19
19.199,1.06,0.26,-0.29
19.204,0.87,0.36,-0.30
19.209,0.76,0.29,-0.26
19.215,0.66,0.16,-0.27
19.219,0.43,0.01,-0.27
19.224,0.07,-0.08,-0.30
19.250,-0.34,-0.26,-0.34
19.251,-0.63,-0.30,-0.57
19.252,-0.94,-0.37,-0.69
19.252,-1.27,-0.47,-0.81
19.253,-1.54,-0.44,-1.01
19.254,-1.67,-0.27,-1.22
19.259,-1.75,-0.20,-1.36
19.264,-1.79,-0.17,-1.37
19.269,-1.75,-0.18,-1.41
19.274,-1.59,-0.26,-1.34
19.280,-1.57,-0.28,-1.34
19.285,-1.39,-0.26,-1.30
19.289,-1.20,-0.30,-1.21
19.294,-1.11,-0.34,-1.09
19.299,-1.03,-0.44,-0.96
19.305,-0.99,-0.53,-0.78
19.310,-1.05,-0.59,-0.53
19.316,-1.05,-0.56,-0.46
19.320,-0.97,-0.60,-0.31
19.324,-0.89,-0.66,-0.08
19.330,-0.84,-0.63,-0.07
19.348,-0.74,-0.66,-0.09
19.349,-0.45,-0.62,0.05
19.349,-0.15,-0.59,-0.09
19.350,0.14,-0.67,0.11
19.355,0.44,-0.75,0.07
19.360,0.72,-0.79,0.06
19.365,1.04,-1.00,0.06
19.370,1.40,-1.00,-0.11
19.375,1.76,-1.02,-0.45
19.381,2.00,-1.14,-0.73
19.385,2.19,-1.29,-0.88
19.390,2.10,-1.43,-1.17
19.395,2.00,-1.57,-1.21
19.401,1.63,-1.77,-1.24
19.405,1.16,-1.81,-1.12
19.410,0.57,-1.83,-1.16
19.433,0.14,-1.87,-1.12
19.435,-0.28,-1.77,-1.14
19.435,-0.77,-1.71,-1.16
19.436,-1.17,-1.77,-1.17
19.436,-1.49,-1.58,-1.06
19.440,-1.72,-1.62,-1.18
19.445,-1.96,-1.69,-1.11
19.450,-2.17,-1.97,-1.11
19.456,-2.48,-2.17,-1.12
19.460,-2.74,-2.39,-1.13
19.466,-3.00,-2.55,-0.92
19.467,-3.36,-2.64,-0.65
19.471,-3.55,-2.75,-0.26
19.476,-3.83,-2.84,0.04
19.481,-3.86,-3.00,-0.13
19.486,-3.88,-3.06,-0.59
19.491,-3.56,-3.14,-1.02
19.496,-2.94,-3.21,-1.74
19.503,-2.05,-3.24,-2.56
19.506,-0.82,-3.15,-3.32
19.511,0.49,-2.94,-4.04
19.526,1.76,-2.62,-4.67
19.527,2.71,-2.20,-5.00
19.528,3.31,-1.89,-5.07
19.532,3.59,-1.64,-4.91
19.536,3.68,-1.45,-4.62
19.541,3.63,-1.25,-3.90
19.546,3.47,-1.13,-2.90
19.551,3.16,-1.15,-1.92
19.556,2.95,-1.14,-0.76
19.561,2.73,-1.18,0.38
19.566,2.55,-1.10,1.32
19.572,2.39,-1.29,2.06
19.577,2.36,-1.38,2.72
19.582,2.26,-1.55,3.30
19.587,2.13,-1.72,3.93
19.591,2.02,-1.72,4.59
19.597,2.02,-1.65,5.14
19.602,1.88,-1.47,5.24
19.606,1.58,-1.39,5.16
19.611,1.33,-1.21,5.08
19.635,1.22,-1.14,4.86
19.636,1.10,-1.05,4.61
19.637,0.97,-0.96,4.25
19.638,1.02,-0.94,3.87
19.638,0.90,-1.00,3.52
19.642,0.68,-1.17,2.93
19.647,0.53,-1.44,2.41
19.652,0.41,-1.60,1.85
19.657,0.36,-1.83,1.42
19.662,0.35,-1.98,1.13
19.667,0.42,-2.09,0.99
19.672,0.49,-2.02,1.24
19.677,0.72,-1.96,1.73
19.682,1.04,-1.92,2.10
19.687,1.34,-1.80,2.48
19.692,1.55,-1.65,2.78
19.697,1.76,-1.50,2.93
19.702,1.83,-1.25,2.89
19.707,1.86,-0.85,2.79
19.712,1.83,-0.55,2.45
19.731,1.77,-0.28,2.16
19.732,1.72,-0.04,2.07
19.733,1.62,0.04,2.09
19.733,1.56,0.07,2.19
19.738,1.51,0.05,2.44
19.742,1.44,-0.03,2.63
19.750,1.43,-0.08,2.76
19.752,1.43,-0.15,2.91
19.758,1.44,-0.23,2.95
19.763,1.43,-0.30,2.93
19.768,1.35,-0.28,2.88
19.772,1.32,-0.24,2.81
19.778,1.31,-0.19,2.75
19.783,1.26,-0.08,2.76
19.788,1.20,0.04,2.83
19.792,1.21,0.10,2.90
19.798,1.21,0.16,2.99
19.806,1.22,0.27,3.13
19.808,1.27,0.31,3.26
19.813,1.24,0.31,3.27
