time,ax,ay,az
7.905,3.65,2.59,2.47
7.916,3.28,2.60,2.30
7.919,3.03,2.58,2.15
7.921,3.03,2.52,1.90
7.973,2.73,2.46,1.62
7.975,2.20,2.40,1.52
7.976,1.89,2.36,1.44
7.977,1.95,2.21,1.29
7.979,1.92,2.25,0.93
7.980,2.00,2.36,0.90
7.981,1.55,2.28,0.89
7.982,1.34,2.24,0.80
7.983,1.21,2.10,0.66
7.985,0.84,1.98,0.46
7.986,0.66,1.79,0.22
7.987,0.51,1.47,-0.14
7.988,0.33,1.39,-0.47
7.991,-0.09,1.14,-0.77
7.996,-0.36,1.04,-1.26
8.001,-0.54,0.78,-1.61
8.006,-0.73,0.59,-1.87
8.015,-0.66,0.43,-2.28
8.017,-0.81,0.19,-2.51
8.021,-0.86,0.10,-2.66
8.056,-0.87,-0.10,-2.73
8.058,-0.87,-0.19,-2.54
8.058,-1.01,-0.42,-2.56
8.061,-1.32,-0.67,-2.55
8.062,-1.44,-0.73,-2.74
8.063,-1.52,-0.86,-3.14
8.064,-1.61,-1.00,-3.35
8.064,-1.71,-1.31,-3.87
8.066,-2.01,-1.39,-4.46
8.071,-2.51,-1.58,-4.73
8.076,-2.88,-1.74,-4.92
8.081,-3.37,-1.94,-4.79
8.086,-3.77,-2.13,-4.61
8.087,-3.93,-2.32,-4.19
8.097,-4.06,-2.48,-3.64
8.100,-3.97,-2.66,-3.14
8.101,-3.86,-2.51,-2.53
8.106,-3.48,-2.37,-1.95
8.144,-3.17,-2.33,-1.78
8.146,-2.87,-2.03,-1.66
8.147,-2.47,-1.78,-1.26
8.147,-1.88,-1.45,-0.94
8.148,-1.50,-1.00,-0.76
8.148,-1.01,-0.48,-0.25
8.149,-0.60,-0.07,0.14
8.150,-0.08,0.44,0.36
8.151,0.33,0.97,0.39
8.156,0.69,1.47,0.18
8.163,1.08,1.79,0.10
8.166,1.53,2.06,0.43
8.171,2.09,2.09,0.93
8.176,2.58,1.94,1.33
8.181,3.25,1.50,1.75
8.186,3.75,0.88,2.10
8.198,4.25,0.20,2.38
8.200,4.96,-0.65,2.54
8.202,5.58,-1.49,2.14
8.207,6.01,-2.24,0.95
8.291,6.04,-3.08,-0.86
8.294,5.71,-3.73,-2.61
8.296,5.03,-4.29,-3.44
8.302,3.75,-4.97,-3.25
8.303,1.88,-5.38,-1.97
8.304,-0.07,-5.75,-1.07
8.305,-1.28,-5.54,-0.25
8.309,-1.48,-5.29,0.77
8.311,-1.03,-5.01,1.42
8.315,-0.15,-4.77,2.22
8.317,1.35,-4.72,2.88
8.319,3.19,-4.81,2.84
8.320,4.87,-4.53,3.15
8.321,6.13,-2.94,3.13
8.322,6.66,-0.44,2.75
8.322,6.47,1.45,2.52
8.323,5.90,3.04,2.68
8.324,4.97,4.13,3.05
8.324,3.87,4.66,3.36
8.325,2.63,4.60,3.86
8.325,1.48,4.13,4.31
8.326,0.60,3.17,4.50
8.326,0.17,1.94,4.35
8.328,0.18,0.47,4.03
8.333,0.48,-1.12,3.67
8.337,0.77,-2.59,3.22
8.356,0.92,-3.65,2.98
8.358,0.92,-4.23,2.77
8.359,0.70,-4.36,2.67
8.360,0.31,-4.10,2.58
8.393,-0.08,-3.51,2.53
8.394,-0.39,-2.73,2.54
8.396,-0.61,-1.91,2.38
8.398,-0.80,-1.10,2.16
8.399,-0.78,-0.39,2.06
8.400,-0.60,0.21,1.90
8.401,-0.49,0.63,1.74
8.402,-0.30,0.88,1.48
8.403,-0.13,1.08,1.38
8.409,0.03,1.19,1.31
8.413,0.25,1.18,1.19
8.419,0.47,1.22,1.15
8.423,0.63,1.18,1.06
8.437,0.75,1.12,0.97
8.438,0.90,1.06,0.88
8.439,1.05,0.88,0.67
8.466,1.13,0.61,0.50
8.469,1.19,0.37,0.44
8.470,1.19,0.19,0.30
8.471,1.19,-0.01,0.12
8.473,1.16,-0.17,-0.06
8.474,1.00,-0.21,-0.19
8.475,0.79,-0.24,-0.21
8.478,0.54,-0.27,-0.20
8.483,0.37,-0.18,-0.16
8.488,0.21,-0.12,-0.22
8.496,0.00,-0.07,-0.23
8.498,-0.09,0.00,-0.17
8.503,-0.10,0.14,-0.20
8.508,-0.13,0.30,-0.26
8.537,-0.13,0.36,-0.30
8.539,-0.19,0.36,-0.23
8.540,-0.32,0.40,-0.16
8.541,-0.37,0.43,-0.21
8.542,-0.31,0.40,-0.29
8.543,-0.38,0.30,-0.23
8.544,-0.38,0.25,-0.19
8.549,-0.38,0.25,-0.13
8.554,-0.36,0.22,-0.07
8.559,-0.34,0.17,-0.12
8.564,-0.32,0.17,-0.22
8.569,-0.43,0.20,-0.32
8.574,-0.57,0.18,-0.47
8.584,-0.65,0.22,-0.55
8.586,-0.88,0.23,-0.50
8.589,-1.06,0.21,-0.49
8.636,-1.11,0.26,-0.60
8.640,-1.12,0.28,-0.67
8.641,-1.10,0.35,-0.65
8.643,-0.93,0.47,-0.70
8.645,-0.88,0.35,-0.74
8.647,-0.83,0.22,-0.79
8.649,-0.79,0.25,-0.84
8.651,-0.77,0.32,-0.92
8.652,-0.82,0.24,-1.06
8.654,-0.81,0.20,-1.15
8.655,-0.83,0.10,-1.21
8.657,-0.87,0.03,-1.23
8.658,-0.62,0.21,-1.40
8.661,-0.27,0.30,-1.47
8.665,-0.17,0.26,-1.58
8.670,-0.14,0.17,-1.50
8.675,0.25,0.24,-1.62
8.680,0.24,0.24,-1.82
8.685,0.17,0.12,-1.92
8.690,0.22,0.01,-2.17
8.695,0.43,0.17,-2.37
8.701,0.52,0.10,-2.33
8.705,0.43,-0.09,-2.28
8.710,0.33,-0.24,-2.15
8.743,0.72,-0.42,-2.48
8.746,0.58,-0.60,-2.67
8.747,0.24,-0.71,-2.77
8.754,-0.63,-0.70,-2.84
8.755,-1.13,-0.74,-2.54
8.756,-1.72,-0.72,-2.50
8.758,-2.21,-0.74,-2.50
8.759,-2.36,-0.53,-2.47
8.760,-2.53,-0.36,-2.47
8.761,-2.37,-0.28,-2.35
8.765,-2.32,-0.24,-2.00
8.770,-2.31,-0.27,-1.59
8.775,-2.20,-0.24,-1.30
8.784,-2.33,-0.43,-1.10
8.785,-2.44,-0.59,-0.93
8.795,-2.57,-0.95,-0.80
8.796,-2.55,-0.99,-0.50
8.825,-2.63,-1.18,-0.29
8.827,-2.62,-1.29,-0.11
8.827,-2.49,-1.37,-0.08
8.828,-2.08,-1.25,-0.25
8.829,-1.74,-1.38,-0.50
8.830,-1.19,-1.42,-0.83
8.831,-0.91,-1.40,-1.19
8.836,-0.72,-1.56,-1.47
8.840,-0.60,-1.69,-1.41
8.850,-0.38,-1.90,-2.10
8.853,-0.49,-2.22,-2.34
8.856,-0.57,-2.41,-2.36
8.861,-0.82,-2.69,-2.34
8.866,-1.06,-3.04,-2.44
8.871,-1.29,-3.41,-2.52
8.879,-1.83,-4.12,-2.55
8.894,-2.30,-4.33,-2.67
8.896,-2.54,-4.29,-2.71
8.897,-2.93,-4.17,-3.12
8.898,-3.17,-4.01,-3.66
8.926,-3.25,-3.85,-3.83
8.927,-3.48,-3.80,-3.89
8.928,-3.81,-3.66,-3.78
8.930,-4.10,-3.38,-3.32
8.931,-4.43,-3.09,-2.61
8.931,-4.56,-2.99,-2.41
8.932,-4.31,-3.01,-2.41
8.932,-3.94,-3.08,-2.83
8.938,-3.18,-3.15,-3.26
8.941,-2.49,-3.27,-3.64
8.946,-1.85,-3.27,-3.92
8.951,-1.28,-3.18,-3.97
8.956,-0.90,-3.16,-4.00
8.961,-0.50,-2.97,-4.01
8.969,-0.34,-2.86,-3.98
8.971,-0.18,-2.62,-3.70
8.977,0.07,-2.36,-3.13
8.993,0.31,-2.33,-2.38
8.994,0.57,-2.42,-1.32
8.995,0.85,-2.27,-0.20
9.000,0.96,-2.37,0.97
9.020,1.24,-2.68,2.15
9.023,1.49,-2.94,3.06
9.024,1.79,-3.14,3.82
9.025,2.13,-3.23,4.24
9.025,2.45,-3.27,4.48
9.030,2.73,-3.22,4.47
9.032,2.98,-2.91,4.12
9.037,3.19,-2.65,3.57
9.042,3.26,-2.51,2.88
9.047,3.38,-2.21,2.14
9.053,3.40,-2.01,1.64
9.060,3.26,-1.73,1.53
9.062,3.20,-1.46,1.57
9.067,3.00,-1.19,1.80
9.073,2.70,-0.89,2.19
9.078,2.23,-0.62,2.49
9.100,1.68,-0.42,2.61
9.103,1.16,-0.32,2.80
9.107,0.91,-0.46,2.67
9.108,0.73,-0.77,2.62
9.110,0.74,-1.05,2.38
9.110,0.76,-1.28,2.15
9.112,0.75,-1.40,1.90
9.139,0.75,-1.44,1.71
9.140,0.85,-1.33,1.56
9.141,0.71,-1.14,1.45
9.142,0.53,-0.83,1.50
9.142,0.43,-0.50,1.59
9.143,0.32,-0.28,1.62
9.151,0.23,-0.09,1.79
9.154,0.19,0.02,2.00
9.157,0.25,-0.01,2.12
9.162,0.35,0.06,2.27
9.168,0.46,0.18,2.43
9.173,0.63,0.08,2.49
9.188,0.75,-0.01,2.54
9.189,0.86,-0.12,2.55
9.191,1.06,-0.17,2.59
9.193,1.27,-0.16,2.71
9.198,1.41,-0.13,2.77
9.238,1.64,-0.04,2.78
9.240,1.95,0.05,2.86
9.241,2.27,0.13,2.93
9.242,2.57,0.25,2.96
9.242,2.88,0.42,3.07
9.249,3.24,0.60,3.22
9.250,3.50,0.82,3.34
9.252,3.67,1.04,3.31
9.253,3.82,1.27,3.22
9.255,3.97,1.54,3.15
9.256,4.08,1.72,3.03
9.258,4.09,1.83,2.90
9.263,4.06,2.04,2.82
9.268,4.05,2.24,2.81
9.273,4.09,2.34,2.72
9.278,4.10,2.46,2.57
9.288,4.01,2.57,2.39
9.289,3.87,2.71,2.30
9.293,3.75,2.79,2.33
9.298,3.64,2.77,2.27
9.322,3.50,2.79,2.27
9.323,3.36,2.80,2.31
9.324,3.16,2.77,2.26
9.324,2.93,2.77,2.22
9.325,2.75,2.72,2.07
9.328,2.52,2.63,1.84
9.333,2.29,2.52,1.73
9.339,2.08,2.43,1.54
9.343,1.81,2.43,1.30
9.349,1.61,2.32,1.13
9.353,1.41,2.27,0.92
9.359,1.17,2.24,0.45
9.364,0.89,2.21,-0.15
9.368,0.62,2.18,-0.65
9.374,0.41,2.07,-1.18
9.379,0.18,1.97,-1.67
9.387,0.03,1.82,-1.92
9.389,-0.16,1.55,-1.94
9.394,-0.51,1.33,-1.79
9.399,-0.71,1.08,-1.60
9.443,-0.70,0.79,-1.55
9.446,-0.91,0.42,-1.63
9.447,-1.38,0.19,-1.96
9.448,-1.77,0.03,-2.39
9.449,-2.17,-0.22,-2.86
9.450,-2.63,-0.35,-3.38
9.451,-2.98,-0.51,-3.88
9.452,-3.25,-0.62,-4.34
9.453,-3.53,-0.82,-4.81
9.457,-3.70,-1.17,-5.20
9.458,-3.93,-1.48,-5.49
9.460,-4.26,-1.83,-5.55
9.465,-4.71,-2.24,-5.24
9.470,-4.99,-2.80,-4.60
9.475,-5.14,-3.23,-3.97
9.480,-5.22,-3.61,-3.49
9.493,-4.91,-3.86,-3.14
9.495,-4.45,-4.01,-2.85
9.496,-4.02,-3.91,-2.74
9.500,-3.32,-3.64,-2.30
9.543,-2.61,-3.11,-1.84
9.546,-1.98,-2.32,-1.26
9.547,-1.51,-1.43,-0.69
9.548,-1.06,-0.62,-0.49
9.549,-0.60,0.15,-0.25
9.550,-0.19,0.76,-0.25
9.551,0.18,1.32,-0.28
9.552,0.64,1.64,0.03
9.554,1.15,1.62,0.46
9.555,1.78,1.51,0.86
9.556,2.51,1.02,1.17
9.560,3.26,0.37,1.30
9.566,3.99,-0.37,1.40
9.572,4.76,-1.21,1.64
9.576,5.20,-1.87,1.40
9.581,5.12,-2.42,0.88
9.587,4.81,-2.87,-0.25
9.591,4.18,-3.44,-1.44
9.596,3.62,-4.18,-2.24
9.601,3.15,-5.05,-2.21
9.611,2.39,-6.08,-1.35
9.614,1.64,-6.64,-0.76
9.616,0.70,-6.75,-0.29
9.661,-0.65,-6.92,0.30
9.663,-1.35,-6.23,1.47
9.664,-1.37,-5.54,3.04
9.666,-0.44,-4.62,4.02
9.667,1.18,-3.59,4.29
9.669,3.03,-2.21,3.86
9.670,4.55,-0.14,2.94
9.671,5.69,1.29,2.65
9.673,6.47,2.52,2.78
9.674,6.82,3.21,3.63
9.675,6.54,3.64,4.27
9.677,5.89,4.10,4.85
9.681,5.11,4.15,5.15
9.686,4.32,4.08,5.10
9.692,3.51,3.58,4.64
9.696,2.51,2.84,4.31
9.701,2.15,1.78,4.06
9.735,1.83,0.38,3.89
9.737,1.74,-0.95,3.98
9.738,1.51,-2.45,3.66
9.739,1.28,-3.57,3.53
9.742,0.95,-4.14,3.16
9.747,0.74,-4.06,3.01
9.748,0.38,-3.64,2.67
9.750,-0.09,-2.89,2.33
9.751,-0.64,-2.15,2.10
9.752,-1.01,-1.33,1.78
9.753,-1.26,-0.48,1.71
9.756,-1.31,0.12,1.60
9.761,-1.18,0.50,1.72
9.766,-1.04,0.88,1.69
9.771,-0.79,0.97,1.49
9.777,-0.57,1.09,1.29
9.782,-0.23,1.18,1.19
9.786,0.02,1.12,0.91
9.792,0.30,0.96,0.82
9.796,0.50,0.88,0.76
9.801,0.68,0.82,0.67
9.849,0.63,0.53,0.58
9.852,0.59,0.34,0.43
9.854,0.49,0.15,0.27
9.855,0.40,-0.06,0.13
9.856,0.36,-0.18,0.04
9.860,0.28,-0.20,-0.21
9.861,0.20,-0.27,-0.32
9.862,0.10,-0.14,-0.33
9.863,0.05,-0.07,-0.47
9.864,-0.01,0.03,-0.45
9.865,-0.07,0.13,-0.51
9.867,-0.11,0.21,-0.30
9.868,-0.09,0.30,-0.18
9.872,-0.19,0.38,-0.15
9.877,-0.27,0.42,-0.00
9.882,-0.33,0.32,0.09
9.887,-0.41,0.36,0.18
9.895,-0.40,0.43,0.22
9.898,-0.32,0.37,0.26
9.902,-0.30,0.32,0.30
9.967,-0.30,0.37,0.17
9.969,-0.28,0.31,0.03
9.971,-0.23,0.32,-0.00
9.972,-0.25,0.33,-0.06
9.974,-0.22,0.40,-0.18
9.975,-0.11,0.40,-0.33
9.977,-0.08,0.36,-0.39
9.978,-0.04,0.33,-0.47
9.979,-0.20,0.24,-0.40
9.980,-0.32,0.24,-0.29
9.982,-0.53,0.29,-0.25
9.983,-0.68,0.29,-0.19
9.984,-0.70,0.23,-0.12
9.985,-0.75,0.22,-0.11
9.986,-0.70,0.23,-0.13
9.987,-0.60,0.23,-0.13
9.988,-0.46,0.23,-0.19
9.993,-0.32,0.20,-0.33
9.998,-0.19,0.15,-0.61
10.003,-0.03,0.17,-0.83
10.013,0.09,0.21,-1.01
10.014,0.17,0.22,-1.22
10.018,0.16,0.19,-1.31
10.073,0.14,0.14,-1.36
10.075,0.37,0.13,-1.46
10.078,0.52,0.17,-1.60
10.079,0.55,0.18,-1.82
10.080,0.73,0.03,-2.01
10.080,0.94,-0.10,-2.13
10.081,0.98,-0.19,-2.22
10.082,0.94,-0.23,-2.18
10.083,0.90,-0.26,-2.18
10.083,0.78,-0.44,-2.18
10.084,0.57,-0.61,-2.12
10.085,0.31,-0.63,-2.05
10.086,0.07,-0.61,-1.97
10.088,-0.20,-0.64,-1.99
10.094,-0.63,-0.56,-1.94
10.098,-1.10,-0.47,-1.78
10.103,-1.54,-0.42,-1.65
10.122,-1.95,-0.32,-1.64
10.125,-2.25,-0.30,-1.67
10.126,-2.50,-0.33,-1.69
10.127,-2.76,-0.39,-1.75
10.129,-2.99,-0.46,-1.75
10.135,-3.15,-0.57,-1.60
10.139,-3.09,-0.72,-1.40
10.161,-3.00,-0.85,-1.29
10.162,-2.87,-0.94,-1.34
10.163,-2.69,-1.03,-1.38
10.163,-2.52,-1.12,-1.33
10.164,-2.39,-1.10,-1.29
10.168,-2.28,-1.24,-1.32
10.174,-2.17,-1.39,-1.29
10.179,-2.07,-1.46,-1.33
10.183,-1.90,-1.59,-1.47
10.188,-1.65,-1.59,-1.85
10.194,-1.37,-1.72,-2.15
10.199,-1.13,-1.92,-2.49
10.204,-0.93,-2.04,-2.73
10.213,-0.85,-2.21,-2.74
10.214,-1.02,-2.45,-2.85
10.219,-1.23,-2.63,-2.94
10.246,-1.39,-2.71,-3.08
10.257,-1.69,-2.99,-3.38
10.258,-2.14,-3.34,-3.59
10.259,-2.67,-3.69,-3.76
10.260,-3.12,-3.85,-4.02
10.262,-3.32,-3.82,-4.34
10.264,-3.45,-3.73,-4.65
10.265,-3.53,-3.57,-4.74
10.266,-3.72,-3.39,-4.60
10.269,-3.99,-3.41,-4.06
10.279,-4.13,-3.52,-3.37
10.281,-4.03,-3.60,-2.98
10.285,-3.75,-3.63,-3.05
10.290,-3.31,-3.66,-3.42
10.323,-2.75,-3.66,-3.96
10.325,-2.06,-3.63,-4.22
10.327,-1.54,-3.46,-4.59
10.327,-1.06,-3.24,-4.81
10.329,-0.56,-3.00,-4.86
10.330,-0.41,-2.81,-4.49
10.331,-0.31,-2.60,-3.81
10.332,-0.40,-2.74,-2.78
10.335,-0.39,-2.78,-1.64
10.340,-0.42,-3.01,-0.48
10.345,-0.30,-3.33,0.72
10.350,-0.15,-3.68,1.91
10.355,0.04,-4.04,3.03
10.360,0.18,-4.46,4.06
10.365,0.27,-4.67,4.89
10.370,0.52,-4.68,5.41
10.377,0.78,-4.27,5.72
10.381,0.96,-4.05,5.31
10.386,1.16,-3.92,4.57
10.391,1.47,-3.60,3.83
10.396,1.92,-2.92,3.11
10.402,2.25,-2.74,2.15
10.406,2.40,-2.70,1.15
10.418,2.52,-2.69,0.82
10.421,2.52,-2.75,1.13
10.422,2.34,-2.66,1.68
10.465,2.21,-2.24,2.44
10.468,1.79,-1.70,2.87
10.469,1.47,-1.38,2.79
10.471,1.27,-1.17,2.87
10.472,1.31,-0.97,2.79
10.473,1.42,-0.76,2.62
10.474,1.49,-0.73,2.56
10.475,1.57,-0.75,2.25
10.477,1.82,-0.68,2.14
10.477,1.76,-0.76,2.06
10.481,1.57,-0.55,1.93
10.482,1.47,-0.30,1.79
10.486,1.22,-0.14,1.80
10.491,0.89,0.04,1.90
10.498,0.59,0.21,2.02
10.501,0.27,0.45,2.10
10.506,0.20,0.43,2.27
10.536,0.08,0.66,2.40
10.538,0.03,0.75,2.52
10.539,0.16,0.76,2.61
10.540,0.36,0.83,2.81
10.541,0.50,0.72,2.91
10.542,0.86,0.47,2.99
10.543,1.02,0.42,3.18
10.543,1.25,0.40,3.18
10.546,1.42,0.43,3.31
10.551,1.56,0.41,3.35
10.556,1.79,0.59,3.49
10.561,1.93,0.71,3.68
10.566,2.23,0.86,3.73
10.571,2.41,0.99,3.97
10.576,2.52,1.16,3.86
10.582,2.86,1.27,4.02
10.587,3.09,1.45,4.03
10.593,3.23,1.65,4.05
10.602,3.44,1.79,3.98
10.605,3.54,2.01,3.90
10.607,3.59,2.14,3.90
10.676,3.69,2.25,3.91
10.678,3.68,2.33,3.77
10.680,3.71,2.46,3.55
10.681,3.68,2.53,3.46
10.683,3.66,2.61,3.31
10.684,3.45,2.73,3.19
10.685,3.23,2.72,3.04
10.686,2.99,2.59,2.85
10.688,2.94,2.53,2.69
10.689,2.81,2.30,2.50
10.690,2.50,2.17,2.21
10.691,2.12,2.08,1.89
10.692,1.87,1.92,1.60
10.692,1.56,1.74,1.30
10.693,1.29,1.61,0.97
10.694,0.90,1.44,0.65
10.695,0.57,1.31,0.39
10.697,0.28,1.28,0.11
10.702,-0.04,1.30,-0.23
10.707,-0.47,1.19,-0.65
10.715,-0.83,1.21,-1.01
10.717,-1.15,1.12,-1.13
10.722,-1.39,0.98,-1.20
10.729,-1.46,0.92,-1.06
10.758,-1.39,0.87,-0.89
10.760,-1.26,0.70,-0.69
10.760,-1.08,0.50,-0.68
10.761,-0.94,0.42,-0.85
10.762,-0.86,0.30,-1.01
10.762,-0.82,0.19,-1.24
10.763,-0.87,0.15,-1.47
10.767,-1.03,0.17,-1.64
10.772,-1.35,0.18,-1.65
10.777,-1.60,0.12,-1.62
10.782,-1.86,-0.05,-1.72
10.787,-2.07,-0.14,-1.93
10.792,-2.18,-0.25,-2.12
10.810,-2.29,-0.46,-2.25
10.811,-2.35,-0.61,-2.42
10.812,-2.40,-0.75,-2.77
10.813,-2.44,-0.94,-3.15
10.818,-2.55,-1.06,-3.41
10.823,-2.67,-1.26,-3.48
10.828,-2.75,-1.54,-3.44
10.857,-2.85,-1.72,-3.29
10.859,-2.95,-1.92,-2.92
10.860,-2.99,-2.16,-2.47
10.861,-2.87,-2.31,-2.14
10.862,-2.62,-2.43,-1.85
10.863,-2.37,-2.51,-1.50
10.864,-2.00,-2.46,-1.16
10.868,-1.47,-2.25,-0.86
10.873,-0.95,-1.86,-0.63
10.878,-0.58,-1.40,-0.48
10.883,-0.29,-0.87,-0.40
10.888,-0.04,-0.31,-0.39
10.893,0.25,0.21,-0.28
10.900,0.59,0.67,-0.09
10.903,0.80,1.06,0.16
10.908,1.01,1.43,0.58
10.985,1.20,1.82,0.91
10.986,1.35,2.14,0.99
10.987,1.54,2.37,1.07
10.988,1.63,2.47,1.24
10.989,1.65,2.60,1.48
10.989,1.71,2.70,1.74
10.990,1.69,2.73,1.76
10.991,1.56,2.68,1.70
10.991,1.43,2.40,1.77
10.992,1.42,1.71,2.17
10.993,1.68,0.57,3.12
10.993,2.21,-0.91,3.78
10.994,3.32,-2.66,3.67
10.995,4.78,-4.20,2.07
10.995,6.12,-5.27,-0.97
10.996,6.88,-5.67,-4.58
10.997,6.37,-5.69,-7.69
10.999,4.46,-5.88,-8.75
11.004,2.03,-6.13,-6.35
11.009,-1.13,-6.17,-2.41
11.018,-4.54,-6.20,-0.18
11.020,-6.99,-6.65,0.66
11.024,-7.89,-7.06,1.31
11.029,-6.48,-7.46,2.54
11.055,-4.28,-7.66,3.47
11.057,-1.69,-7.84,3.65
11.058,1.42,-8.08,3.44
11.059,4.00,-7.61,3.14
11.060,5.92,-5.64,3.24
11.061,6.29,-1.71,3.35
11.064,6.23,1.11,3.81
11.069,5.85,2.96,4.61
11.074,5.06,4.04,5.51
11.079,4.14,4.50,6.06
11.085,3.18,4.53,6.50
11.090,2.25,4.17,6.59
11.095,1.97,3.42,6.44
11.103,1.91,2.47,5.99
11.105,2.19,1.37,5.43
11.110,2.23,0.09,4.67
11.152,2.19,-0.98,4.17
11.154,2.38,-1.33,4.36
11.155,1.79,-2.61,3.46
11.156,1.34,-4.07,2.68
11.157,1.04,-5.03,2.20
11.157,0.31,-5.39,2.25
11.158,-0.41,-5.15,2.46
11.158,-1.26,-4.58,2.34
11.159,-1.90,-3.25,2.83
11.160,-2.27,-1.90,3.23
11.165,-2.17,-0.68,3.12
11.170,-1.64,0.29,2.82
11.175,-1.06,0.80,2.53
11.180,-0.27,1.17,2.35
11.185,0.44,1.25,2.20
11.190,1.01,1.26,2.11
11.195,1.57,1.17,2.08
11.212,1.91,1.05,2.37
11.213,2.25,0.99,2.43
11.214,2.61,0.86,2.30
11.215,2.62,0.76,2.07
11.273,2.73,0.68,1.79
11.276,2.77,0.62,1.62
11.281,2.77,0.38,1.37
11.283,2.63,0.07,1.15
11.284,2.44,-0.19,1.06
11.285,2.32,-0.51,0.96
11.286,1.98,-0.84,1.07
11.288,1.71,-1.01,1.06
11.289,1.52,-1.04,1.06
11.290,1.26,-1.22,1.01
11.291,0.98,-1.12,1.10
11.291,0.71,-1.05,1.06
11.292,0.42,-0.99,0.95
11.292,0.08,-0.96,1.07
11.292,-0.26,-0.84,1.09
11.299,-0.50,-0.69,1.13
11.309,-0.67,-0.57,1.17
11.310,-0.86,-0.40,1.17
11.310,-1.16,-0.26,1.02
11.316,-1.21,-0.07,0.96
11.330,-1.23,-0.01,0.78
11.331,-1.24,-0.05,0.53
11.332,-1.23,-0.05,0.34
11.336,-1.13,-0.01,0.25
11.337,-1.01,-0.08,0.25
11.341,-0.85,-0.23,0.11
11.346,-0.65,-0.36,-0.01
11.351,-0.52,-0.45,0.09
11.356,-0.42,-0.51,0.15
11.361,-0.27,-0.35,0.12
11.366,-0.19,-0.35,0.19
11.371,-0.07,-0.34,0.33
11.376,0.04,-0.29,0.43
11.381,0.14,-0.26,0.56
11.388,0.27,-0.29,0.60
11.391,0.28,-0.24,0.64
11.396,0.42,-0.27,0.73
11.434,0.52,-0.21,0.64
11.435,0.70,-0.20,0.65
11.435,0.88,-0.21,0.72
11.436,0.98,-0.12,0.70
11.437,1.07,-0.18,0.76
11.438,1.00,-0.15,0.72
11.439,1.00,-0.12,0.69
11.439,0.93,-0.15,0.81
11.441,0.81,-0.17,0.82
11.446,0.66,-0.35,0.91
11.451,0.55,-0.36,0.94
11.456,0.49,-0.46,1.09
11.462,0.43,-0.39,1.11
11.467,0.29,-0.46,1.20
11.473,0.18,-0.45,1.14
11.477,0.13,-0.41,1.10
11.482,0.05,-0.42,1.09
11.489,0.10,-0.49,1.04
11.493,0.06,-0.44,0.95
11.497,0.12,-0.53,0.87
11.545,0.25,-0.52,0.84
11.546,0.28,-0.53,0.83
11.547,0.36,-0.59,0.83
11.547,0.40,-0.58,0.76
11.548,0.45,-0.49,0.65
11.548,0.49,-0.51,0.60
11.549,0.57,-0.52,0.48
11.549,0.63,-0.46,0.43
11.550,0.61,-0.43,0.38
11.550,0.54,-0.40,0.35
11.552,0.51,-0.33,0.27
11.557,0.52,-0.27,0.33
11.562,0.48,-0.23,0.29
11.567,0.45,-0.14,0.30
11.573,0.43,-0.02,0.26
11.578,0.44,-0.07,0.15
11.583,0.52,-0.07,0.15
11.595,0.61,0.01,0.22
11.598,0.62,0.00,0.29
11.600,0.55,0.01,0.40
11.655,0.52,-0.03,0.51
11.657,0.45,-0.12,0.63
11.659,0.36,-0.19,0.69
11.660,0.33,-0.25,0.71
11.660,0.25,-0.22,0.72
11.661,0.21,-0.27,0.74
11.662,0.18,-0.32,0.74
11.663,0.11,-0.29,0.75
11.664,0.04,-0.28,0.80
11.665,-0.02,-0.32,0.90
11.665,-0.12,-0.44,0.98
11.666,-0.25,-0.50,0.99
11.667,-0.31,-0.48,1.06
11.668,-0.29,-0.44,1.16
11.674,-0.28,-0.43,1.20
11.678,-0.22,-0.48,1.18
11.683,-0.15,-0.47,1.15
11.699,-0.10,-0.35,1.07
11.700,-0.01,-0.27,0.92
11.701,0.11,-0.28,0.85
11.729,0.25,-0.26,0.81
11.730,0.37,-0.28,0.69
11.730,0.47,-0.36,0.58
11.731,0.57,-0.32,0.47
11.731,0.66,-0.28,0.41
11.739,0.75,-0.32,0.49
11.741,0.78,-0.32,0.49
11.742,0.83,-0.28,0.39
11.743,0.92,-0.30,0.33
11.748,0.94,-0.33,0.31
11.753,0.88,-0.27,0.24
11.758,0.87,-0.27,0.15
11.763,0.81,-0.26,0.11
11.768,0.64,-0.19,0.07
11.774,0.53,-0.12,0.09
11.779,0.48,-0.12,0.14
11.784,0.39,-0.08,0.03
11.791,0.23,-0.09,-0.03
11.794,0.06,-0.15,0.02
11.799,-0.05,-0.14,0.00
11.844,-0.12,-0.26,-0.02
11.846,-0.20,-0.41,-0.05
11.847,-0.35,-0.42,-0.06
11.848,-0.53,-0.47,0.03
11.848,-0.65,-0.52,0.08
11.849,-0.73,-0.57,0.11
11.849,-0.71,-0.58,0.11
11.850,-0.60,-0.58,0.12
11.850,-0.49,-0.64,0.06
11.851,-0.37,-0.57,0.05
11.854,-0.14,-0.53,-0.03
11.859,0.08,-0.50,-0.11
11.864,0.27,-0.44,-0.10
11.869,0.47,-0.52,-0.15
11.874,0.69,-0.48,-0.18
11.880,0.89,-0.40,-0.17
11.885,1.03,-0.40,-0.10
11.893,1.12,-0.34,0.00
11.895,1.16,-0.29,0.07
11.900,1.15,-0.26,0.18
